iter	Passed	Remaining
401	23313	34680
402	23375	34627
403	23470	34625
404	23574	34634
405	23669	34630
406	23757	34614
407	23828	34575
408	23903	34540
409	23976	34502
410	24030	34438
411	24083	34372
412	24142	34313
413	24199	34253
414	24256	34192
415	24322	34145
416	24372	34074
417	24424	34007
418	24499	33971
419	24611	33987
420	24706	33978
421	24806	33976
422	24917	33989
423	25018	33987
424	25116	33981
425	25222	33984
426	25289	33936
427	25538	34131
428	25648	34138
429	25722	34097
430	25803	34064
431	25887	34037
432	25963	33997
433	26047	33970
434	26135	33946
435	26211	33906
436	26262	33834
437	26324	33777
438	26387	33720
439	26456	33672
440	26523	33621
441	26581	33558
442	26640	33495
443	26699	33434
444	26755	33369
445	26812	33305
446	26871	33243
447	26928	33179
448	26991	33123
449	27053	33065
450	27123	33017
451	27190	32965
452	27260	32917
453	27356	32900
454	27449	32879
455	27528	32841
456	27598	32792
457	27660	32733
458	27716	32668
459	27782	32614
460	27839	32549
461	27905	32496
462	27971	32442
463	28041	32393
464	28112	32345
465	28180	32292
466	28248	32240
467	28320	32192
468	28379	32131
469	28439	32069
470	28520	32032
471	28584	31975
472	28670	31943
473	28763	31919
474	28893	31935
475	29008	31933
476	29110	31917
477	29231	31922
478	29362	31937
479	29483	31940
480	29584	31921
481	29674	31890
482	29773	31868
483	29874	31849
484	29965	31819
485	30036	31767
486	30126	31734
487	30213	31699
488	30312	31676
489	30403	31644
490	30509	31627
491	30606	31601
492	30709	31581
493	30796	31544
494	30896	31520
495	30970	31469
496	31028	31402
497	31094	31344
498	31156	31281
499	31220	31220
500	31293	31168
501	31346	31097
502	31406	31031
503	31468	30969
504	31521	30897
505	31576	30827
506	31645	30771
507	31708	30709
508	31779	30655
509	31853	30604
510	31923	30548
511	32007	30507
512	32127	30499
513	32340	30578
514	32437	30547
515	32488	30473
516	32556	30415
517	32620	30353
518	32694	30300
519	32790	30267
520	32875	30224
521	32968	30189
522	33056	30149
523	33156	30118
524	33240	30074
525	33324	30029
526	33402	29979
527	33458	29909
528	33514	29839
529	33569	29769
530	33630	29704
531	33689	29636
532	33747	29568
533	33809	29504
534	33865	29434
535	33920	29363
536	33974	29292
537	34034	29226
538	34091	29157
539	34150	29091
540	34201	29017
541	34256	28947
542	34309	28875
543	34362	28803
544	34425	28740
545	34484	28673
546	34548	28611
547	34624	28558
548	34731	28531
549	34823	28491
550	34903	28441
551	34981	28390
552	35051	28332
553	35119	28273
554	35180	28207
555	35234	28136
556	35290	28067
557	35342	27995
558	35408	27934
559	35464	27864
560	35517	27793
561	35575	27726
562	35630	27656
563	35687	27588
564	35769	27539
565	35874	27508
566	35969	27468
567	36053	27420
568	36136	27372
569	36212	27318
570	36274	27253
571	36340	27192
572	36400	27125
573	36469	27066
574	36535	27004
575	36588	26933
576	36639	26860
577	36701	26795
578	36765	26732
579	36836	26674
580	36959	26653
581	37065	26620
582	37162	26581
583	37250	26534
584	37332	26483
585	37437	26448
586	37511	26392
587	37582	26333
588	37683	26295
589	37774	26249
590	37899	26228
591	37985	26179
592	38074	26132
593	38146	26073
594	38217	26013
595	38287	25953
596	38356	25892
597	38443	25843
598	38521	25788
599	38593	25728
600	38665	25669
601	38729	25605
602	38808	25550
603	38885	25494
604	38962	25438
605	39051	25390
606	39158	25352
607	39250	25306
608	39331	25252
609	39591	25312
610	39690	25269
611	39765	25210
612	39828	25144
613	39903	25085
614	39965	25018
615	40034	24956
616	40104	24894
617	40161	24824
618	40225	24759
619	40291	24695
620	40345	24623
621	40411	24559
622	40467	24488
623	40530	24422
624	40586	24351
625	40642	24281
626	40697	24211
627	40768	24149
628	40833	24084
629	40893	24016
630	40961	23953
631	41033	23892
632	41093	23825
633	41156	23759
634	41217	23692
635	41291	23631
636	41361	23570
637	41422	23502
638	41489	23439
639	41553	23373
640	41610	23304
641	41666	23234
642	41730	23169
643	41802	23108
644	41863	23041
645	41923	22973
646	41985	22906
647	42048	22841
648	42112	22776
649	42178	22711
650	42239	22644
651	42310	22582
652	42374	22517
653	42438	22452
654	42503	22387
655	42578	22327
656	42642	22262
657	42693	22190
658	42760	22126
659	42834	22066
660	42888	21995
661	42950	21929
662	42997	21855
663	43062	21790
664	43122	21723
665	43177	21653
666	43240	21587
667	43305	21523
668	43379	21462
669	43433	21392
670	43496	21326
671	43555	21259
672	43614	21191
673	43666	21120
674	43729	21054
675	43807	20996
676	43870	20931
677	43923	20860
678	43989	20796
679	44049	20729
680	44118	20666
681	44183	20601
682	44240	20533
683	44315	20473
684	44375	20406
685	44437	20340
686	44493	20271
687	44564	20209
688	44623	20141
689	44688	20077
690	44745	20008
691	44814	19946
692	44879	19881
693	44931	19811
694	44991	19744
695	45063	19682
696	45122	19615
697	45183	19549
698	45237	19480
699	45311	19419
700	45387	19359
701	45446	19292
702	45501	19223
703	45559	19155
704	45623	19090
705	45676	19021
706	45735	18954
707	45806	18891
708	45868	18826
709	45936	18762
710	45989	18693
711	46055	18629
712	46115	18562
713	46172	18494
714	46236	18430
715	46305	18367
716	46370	18302
717	46436	18238
718	46487	18168
719	46557	18105
720	46623	18041
721	46675	17971
722	46732	17904
723	46864	17865
724	46939	17804
725	46995	17736
726	47066	17674
727	47125	17607
728	47182	17539
729	47242	17473
730	47354	17425
731	47409	17357
732	47473	17292
733	47529	17224
734	47590	17158
735	47655	17093
736	47709	17025
737	47773	16960
738	47843	16897
739	47905	16831
740	47956	16762
741	48019	16696
742	48078	16630
743	48139	16564
744	48203	16499
745	48265	16433
746	48342	16373
747	48406	16308
748	48474	16244
749	48535	16178
750	48598	16113
751	48650	16044
752	48715	15979
753	48783	15916
754	48849	15851
755	48910	15786
756	48977	15721
757	49051	15660
758	49120	15596
759	49181	15531
760	49235	15462
761	49303	15399
762	49370	15335
763	49426	15267
764	49490	15203
765	49557	15139
766	49618	15073
767	49683	15008
768	49748	14943
769	49814	14879
770	49872	14812
771	49924	14744
772	49981	14677
773	50038	14610
774	50106	14547
775	50161	14479
776	50223	14414
777	50292	14350
778	50355	14285
779	50419	14220
780	50477	14154
781	50543	14090
782	50598	14022
783	50653	13955
784	50712	13889
785	50786	13827
786	50845	13761
787	50913	13697
788	51002	13639
789	51078	13577
790	51140	13512
791	51184	13442
792	51253	13378
793	51329	13317
794	51399	13253
795	51483	13194
796	51556	13131
797	51637	13071
798	51713	13009
799	51785	12946
800	51856	12883
801	51949	12825
802	52025	12763
803	52097	12700
804	52158	12634
805	52233	12572
806	52312	12510
807	52383	12447
808	52454	12384
809	52518	12319
810	52592	12256
811	52668	12194
812	52747	12132
813	52825	12070
814	52892	12006
815	52962	11942
816	53041	11880
817	53111	11817
818	53182	11753
819	53268	11693
820	53362	11634
821	53432	11570
822	53516	11509
823	53589	11446
824	53660	11382
825	53742	11321
826	53815	11257
827	53888	11194
828	53958	11130
829	54029	11066
830	54103	11003
831	54171	10938
832	54260	10878
833	54323	10812
834	54404	10750
835	54471	10685
836	54536	10620
837	54603	10555
838	54683	10493
839	54758	10430
840	54830	10366
841	54904	10302
842	54981	10239
843	55050	10175
844	55114	10109
845	55194	10047
846	55269	9983
847	55337	9919
848	55399	9853
849	55467	9788
850	55523	9721
851	55586	9655
852	55639	9588
853	55708	9523
854	55775	9458
855	55838	9393
856	55896	9326
857	55957	9261
858	56022	9195
859	56082	9129
860	56143	9063
861	56208	8998
862	56272	8933
863	56335	8867
864	56394	8801
865	56455	8735
866	56522	8670
867	56658	8616
868	56732	8552
869	56784	8485
870	56846	8419
871	56917	8354
872	56986	8290
873	57050	8224
874	57107	8158
875	57176	8093
876	57239	8027
877	57303	7962
878	57366	7896
879	57435	7832
880	57496	7766
881	57557	7700
882	57619	7634
883	57697	7571
884	57760	7505
885	57813	7438
886	57876	7373
887	57940	7307
888	57994	7241
889	58051	7174
890	58110	7108
891	58178	7043
892	58244	6978
893	58308	6913
894	58369	6847
895	58434	6782
896	58501	6717
897	58558	6651
898	58624	6586
899	58690	6521
900	58756	6456
901	58814	6390
902	58870	6323
903	58933	6258
904	59006	6194
905	59058	6127
906	59104	6060
907	59162	5994
908	59215	5928
909	59285	5863
910	59340	5797
911	59420	5733
912	59479	5667
913	59534	5601
914	59592	5535
915	59652	5470
916	59719	5405
917	59776	5339
918	59830	5273
919	59900	5208
920	59951	5142
921	60011	5076
922	60094	5013
923	60166	4948
924	60230	4883
925	60297	4818
926	60358	4753
927	60419	4687
928	60475	4621
929	60543	4557
930	60600	4491
931	60673	4426
932	60739	4361
933	60804	4296
934	60859	4230
935	60938	4166
936	61010	4102
937	61071	4036
938	61133	3971
939	61216	3907
940	61287	3842
941	61369	3778
942	61488	3716
943	61565	3652
944	61643	3587
945	61723	3523
946	61795	3458
947	61895	3395
948	61959	3329
949	62024	3264
950	62083	3198
951	62150	3133
952	62240	3069
953	62421	3009
954	62529	2946
955	62595	2880
956	62665	2815
957	62720	2749
958	62770	2683
959	62834	2618
960	62905	2552
961	62984	2487
962	63053	2422
963	63120	2357
964	63176	2291
965	63248	2226
966	63309	2160
967	63370	2094
968	63433	2029
969	63505	1964
970	63567	1898
971	63626	1832
972	63688	1767
973	63751	1701
974	63814	1636
975	63875	1570
976	63934	1505
977	64008	1439
978	64064	1374
979	64126	1308
980	64187	1243
981	64259	1177
982	64316	1112
983	64372	1046
984	64436	981
985	64499	915
986	64555	850
987	64628	784
988	64697	719
989	64770	654
990	64830	588
991	64905	523
992	64960	457
993	65032	392
994	65086	327
995	65155	261
996	65231	196
997	65308	130
998	65373	65
999	65434	0
