iter	Logloss
554	0.2641265482
555	0.2641041129
556	0.2640875896
557	0.264047572
558	0.2640396782
559	0.2640014647
560	0.2639857117
561	0.2639343272
562	0.2638843627
563	0.2638738687
564	0.2638312029
565	0.2637645502
566	0.2637409127
567	0.2637357592
568	0.2636578223
569	0.2636376097
570	0.2636198983
571	0.2636004841
572	0.2635746158
573	0.2635348428
574	0.2634652877
575	0.2634326558
576	0.263417411
577	0.263401486
578	0.263384268
579	0.2633186981
580	0.2632908481
581	0.2632900259
582	0.2632685997
583	0.2632324774
584	0.2632113371
585	0.2631885779
586	0.2631878825
587	0.2631572225
588	0.2631119029
589	0.2630587169
590	0.2630088776
591	0.2629838306
592	0.2629800523
593	0.262925475
594	0.2628921098
595	0.2628572267
596	0.2628132532
597	0.2627849574
598	0.2627349518
599	0.2627274058
600	0.2627095387
601	0.2626501954
602	0.2626452805
603	0.262628641
604	0.2626186752
605	0.2625738351
606	0.2625051073
607	0.2624839632
608	0.2624415275
609	0.2624159985
610	0.2623861601
611	0.2623716
612	0.2623556265
613	0.2623159502
614	0.2622836526
615	0.2622613198
616	0.2622382196
617	0.2621300463
618	0.2620640024
619	0.2620239863
620	0.2619942901
621	0.2619710896
622	0.2619439327
623	0.2618988923
624	0.2618816038
625	0.2618350701
626	0.2617748388
627	0.2617200548
628	0.2617181277
629	0.2616638693
630	0.2616559389
631	0.2616199007
632	0.2616061149
633	0.2615863064
634	0.2615714625
635	0.2615444976
636	0.2615347542
637	0.2614879992
638	0.2614472094
639	0.2614340774
640	0.2614279502
641	0.2614190893
642	0.2614104931
643	0.2613750463
644	0.2613622075
645	0.2612958873
646	0.2612459618
647	0.2612140006
648	0.261174022
649	0.2611288462
650	0.2611214332
651	0.2611164641
652	0.2610702811
653	0.2610496115
654	0.2609765086
655	0.2609575779
656	0.2609396932
657	0.2609250761
658	0.2608940092
659	0.2608543214
660	0.2608464579
661	0.2607948215
662	0.2607391552
663	0.2607149621
664	0.2606849908
665	0.2606789212
666	0.260622183
667	0.2605775162
668	0.260533192
669	0.2605308932
670	0.2604948679
671	0.2604722663
672	0.260468306
673	0.2604568833
674	0.2604463796
675	0.2604173623
676	0.2604092916
677	0.2603962082
678	0.2603753293
679	0.2602999735
680	0.2602542159
681	0.2602215869
682	0.2601768287
683	0.260122368
684	0.2601077296
685	0.2600874432
686	0.2600383604
687	0.2600200179
688	0.2599865915
689	0.2599205103
690	0.2599098636
691	0.259895347
692	0.2598308358
693	0.2597876416
694	0.2597475779
695	0.2597108747
696	0.2596999331
697	0.2596514112
698	0.2596055435
699	0.2595775674
700	0.2595465723
701	0.2595339896
702	0.2595000033
703	0.2594594225
704	0.2594572418
705	0.2594446677
706	0.2594376405
707	0.2593922209
708	0.2593714342
709	0.2593529655
710	0.2592976768
711	0.2592891128
712	0.2592471143
713	0.2592438622
714	0.2592212292
715	0.2591734756
716	0.2591291606
717	0.2590964057
718	0.2590920268
719	0.2590842468
720	0.2590799921
721	0.2590503982
722	0.2590355219
723	0.2590254536
724	0.2589623905
725	0.2589362793
726	0.258920171
727	0.2588909801
728	0.2588648821
729	0.2588340299
730	0.2587712911
731	0.2587508608
732	0.2587213736
733	0.258677514
734	0.2586276103
735	0.2585836821
736	0.2585764666
737	0.2585510349
738	0.2585378048
739	0.2585258515
740	0.2585219217
741	0.25849704
742	0.2584681875
743	0.2584149555
744	0.2583920961
745	0.2583845384
746	0.2583320585
747	0.2583157519
748	0.2582784489
749	0.2582593715
750	0.2582544504
751	0.2581988878
752	0.2581501218
753	0.258113082
754	0.2580646062
755	0.2580503121
756	0.2580198853
757	0.2580012529
758	0.2579533285
759	0.2579380832
760	0.2579199825
761	0.2579076752
762	0.2579024931
763	0.2578926313
764	0.257857643
765	0.2578454208
766	0.2578362079
767	0.2578064154
768	0.257770588
769	0.2577154045
770	0.2576912941
771	0.2576432098
772	0.2576391866
773	0.2575536749
774	0.2575227514
775	0.2575082785
776	0.2575012418
777	0.257488055
778	0.257466242
779	0.2574132085
780	0.2573966625
781	0.2573531133
782	0.2572781229
783	0.2572515725
784	0.2572245281
785	0.2572055964
786	0.2571725483
787	0.2571641812
788	0.2571323764
789	0.2571218289
790	0.2571152694
791	0.2570653449
792	0.2570505242
793	0.2570069848
794	0.2569856771
795	0.2569531781
796	0.2569259821
797	0.2569177064
798	0.2569029089
799	0.2568802562
800	0.2568548273
801	0.2568276078
802	0.256825599
803	0.2567985247
804	0.2567735803
805	0.2567559307
806	0.2567390174
807	0.2567234137
808	0.2566871417
809	0.2566830758
810	0.2566522834
811	0.2566347214
812	0.2565827979
813	0.2565688003
814	0.2565578676
815	0.2565441664
816	0.2565361679
817	0.2564968198
818	0.2564844124
819	0.2564732666
820	0.2564447664
821	0.2564085619
822	0.2563941243
823	0.2563816752
824	0.2563655309
825	0.2563467796
826	0.2563101964
827	0.2562990328
828	0.2562517438
829	0.2562224062
830	0.2561682125
831	0.2561615831
832	0.2561214585
833	0.2560960576
834	0.2560721008
835	0.2560524607
836	0.2560202268
837	0.2559945546
838	0.2559512647
839	0.2559304792
840	0.2559051702
841	0.2558956951
842	0.2558708745
843	0.2558548718
844	0.2558197423
845	0.2557437438
846	0.2557363605
847	0.2557320599
848	0.255720334
849	0.2556900044
850	0.2556545109
851	0.2556016257
852	0.2555764497
853	0.255535365
854	0.2554857608
855	0.2554358933
856	0.2553936714
857	0.2553816461
858	0.2553192831
859	0.2553109202
860	0.2552713781
861	0.2552601274
862	0.2552389239
863	0.2552253475
864	0.2551963804
865	0.2551718466
866	0.2551509254
867	0.2551283223
868	0.2550851131
869	0.2550835352
870	0.2550733699
871	0.2550476026
872	0.2550417198
873	0.2549980411
874	0.2549611084
875	0.2549175142
876	0.2548960347
877	0.2548683811
878	0.2548353649
879	0.2548213842
880	0.2547978721
881	0.25479316
882	0.2547282469
883	0.2547166006
884	0.2546956562
885	0.2546516428
886	0.2546479238
887	0.2546324934
888	0.2546013666
889	0.2545758317
890	0.2545560516
891	0.2545454384
892	0.2545418533
893	0.2545231005
894	0.2545024521
895	0.254499076
896	0.254491757
897	0.254462839
898	0.2544333356
899	0.2544135741
900	0.2544025403
901	0.2543766078
902	0.2543486678
903	0.2543375322
904	0.2542973122
905	0.2542765251
906	0.254245174
907	0.2542352846
908	0.2541775051
909	0.2541404031
910	0.2541107477
911	0.2540726759
912	0.2540311899
913	0.2539875801
914	0.2539198423
915	0.2538809801
916	0.2538680972
917	0.2538262444
918	0.2538142344
919	0.2537959375
920	0.253788404
921	0.2537568291
922	0.2537307866
923	0.2536982965
924	0.2536878358
925	0.2536799547
926	0.2536529006
927	0.2536269861
928	0.2535879562
929	0.2535334152
930	0.2535012493
931	0.2534781336
932	0.2534718747
933	0.2534567105
934	0.2533834918
935	0.2533375593
936	0.2533020683
937	0.253279493
938	0.2532512865
939	0.2532462317
940	0.2532039107
941	0.2531788059
942	0.2531425361
943	0.2531244103
944	0.2531123846
945	0.2530911806
946	0.2530758762
947	0.2530342541
948	0.2529947557
949	0.252975063
950	0.2529652914
951	0.2529559615
952	0.2529473917
953	0.2529143525
954	0.2528917608
955	0.2528473509
956	0.2528354571
957	0.2528266743
958	0.2528207409
959	0.252813015
960	0.2527995028
961	0.2527809577
962	0.2527519051
963	0.2527056295
964	0.2526990724
965	0.2526895546
966	0.2526542628
967	0.2526399274
968	0.252606841
969	0.2525752852
970	0.2525404956
971	0.2525206525
972	0.2524903182
973	0.252478323
974	0.2524628019
975	0.2524459618
976	0.2524107506
977	0.2524017497
978	0.2523755298
979	0.2523453172
980	0.2523031196
981	0.2522910019
982	0.2522831616
983	0.2522411536
984	0.2522200921
985	0.2521804157
986	0.2521447328
987	0.2521213459
988	0.2521007084
989	0.2520735487
990	0.2520492232
991	0.2520181122
992	0.2519877289
993	0.2519707167
994	0.2519449425
995	0.2519217172
996	0.2519187532
997	0.2518720119
998	0.25185429
999	0.2518414188
